ì¸óÕÇP,ì¸óÕÇQ,ì¸óÕÇR,èoóÕÇP,èoóÕÇQ
0.283245122,0.660987792,0.519725829,1.463958744,0.731979372
0.318064532,0.33287943,0.531363709,1.18230767,0.591153835
0.566332666,0.712976737,0.571325409,1.850634811,0.925317406
0.653538857,0.804229592,0.983151099,2.440919548,1.220459774
0.366411403,0.60044677,0.524282805,1.491140978,0.745570489
0.994651714,0.871822348,0.043243375,1.909717437,0.954858718
0.898262645,0.78378124,0.676747368,2.358791252,1.179395626
0.895279741,0.220452223,0.060917153,1.176649116,0.588324558
0.668253816,0.741119678,0.601927458,2.011300952,1.005650476
0.94258019,0.997415042,0.458896986,2.398892217,1.199446108
0.124564584,0.218328574,0.160299521,0.50319268,0.25159634
0.769929491,0.422839589,0.556766474,1.749535554,0.874767777
0.505220898,0.372118633,0.748733468,1.626072999,0.813036499
0.456152808,0.688313261,0.291169603,1.435635672,0.717817836
0.192936155,0.878403563,0.017370076,1.088709794,0.544354897
0.691868663,0.980877298,0.284476709,1.95722267,0.978611335
0.525632078,0.781059888,0.270667634,1.577359599,0.7886798
0.679671347,0.877862309,0.554734534,2.112268191,1.056134095
0.779095729,0.372823552,0.003871178,1.155790459,0.577895229
0.400416565,0.335157768,0.787830613,1.523404946,0.761702473
0.687760994,0.772836792,0.456723009,1.917320795,0.958660398
0.852798659,0.467861728,0.716587255,2.037247642,1.018623821
0.075247437,0.709143899,0.87198707,1.656378406,0.828189203
0.204549553,0.522691543,0.044518432,0.771759528,0.385879764
0.903018,0.917233813,0.904578588,2.724830401,1.3624152
0.644874122,0.511401888,0.553774761,1.710050771,0.855025385
0.232226578,0.228767182,0.57492867,1.03592243,0.517961215
0.388962548,0.596208926,0.180888669,1.166060143,0.583030072
0.692179012,0.775795206,0.856817976,2.324792195,1.162396097
0.848493283,0.915140654,0.157705691,1.921339628,0.960669814
0.731004734,0.25740825,0.220244755,1.208657739,0.60432887
0.382723598,0.210832016,0.881090624,1.474646238,0.737323119
0.510276032,0.175512058,0.378772384,1.064560474,0.532280237
0.368331336,0.943418985,0.028570201,1.340320522,0.670160261
0.137751825,0.192070585,0.904332813,1.234155223,0.617077612
0.668722726,0.00846332,0.382171868,1.059357914,0.529678957
0.559675603,0.793455084,0.955045776,2.308176464,1.154088232
0.913753447,0.923798264,0.995100999,2.83265271,1.416326355
0.317533642,0.363886952,0.499888075,1.181308669,0.590654334
0.858946909,0.007901521,0.323583993,1.190432422,0.595216211
0.321106823,0.452927807,0.977043622,1.751078253,0.875539127
0.345918609,0.10611076,0.60674109,1.058770459,0.529385229
0.489260292,0.969917921,0.600310345,2.059488558,1.029744279
0.885925477,0.380292978,0.250383405,1.51660186,0.75830093
0.137932243,0.048067493,0.036624541,0.222624277,0.111312138
0.885352137,0.302240723,0.758870699,1.946463559,0.973231779
0.872555503,0.40381334,0.604151795,1.880520638,0.940260319
0.942585424,0.411133651,0.95085438,2.304573455,1.152286728
0.272066558,0.914645735,0.880685608,2.067397901,1.03369895
0.032805096,0.900245302,0.046698142,0.97974854,0.48987427
0.245457345,0.131168487,0.939019462,1.315645293,0.657822647
0.010677041,0.166079877,0.882138643,1.058895561,0.52944778
0.55283656,0.134526967,0.025727234,0.713090762,0.356545381
0.198620496,0.074847108,0.56381478,0.837282384,0.418641192
0.489901971,0.155218233,0.706454925,1.351575129,0.675787565
0.176958794,0.413619844,0.683867932,1.274446571,0.637223285
0.205637428,0.981707855,0.540271461,1.727616744,0.863808372
0.966809999,0.808054357,0.916235975,2.691100331,1.345550165
0.817936701,0.873625517,0.412938387,2.104500605,1.052250303
0.954237178,0.599086515,0.98565578,2.538979473,1.269489737
0.574499087,0.219544635,0.863133631,1.657177353,0.828588677
0.818804762,0.11562522,0.359326215,1.293756198,0.646878099
0.787239227,0.511808604,0.198844806,1.497892637,0.748946319
0.753997148,0.505649877,0.48226644,1.741913465,0.870956733
0.716709647,0.929665317,0.746886169,2.393261132,1.196630566
0.028697855,0.226519066,0.154512312,0.409729233,0.204864616
0.324961132,0.438502527,0.967103266,1.730566926,0.865283463
0.050958626,0.710425833,0.315059595,1.076444054,0.538222027
0.72859354,0.79748015,0.578077584,2.104151274,1.052075637
0.360870213,0.49267815,0.682934508,1.53648287,0.768241435
0.795626893,0.609712982,0.99713366,2.402473534,1.201236767
0.204521912,0.9259074,0.23904915,1.369478462,0.684739231
0.327458707,0.916185888,0.034490346,1.278134941,0.63906747
0.42770236,0.41979759,0.24536086,1.09286081,0.546430405
0.010316942,0.829440032,0.05785771,0.897614683,0.448807341
0.742708908,0.154948496,0.956510445,1.854167848,0.927083924
0.576681514,0.145548702,0.779108689,1.501338904,0.750669452
0.328674372,0.268634902,0.206875469,0.804184744,0.402092372
0.293750735,0.759303657,0.362314878,1.41536927,0.707684635
0.411647196,0.086448048,0.281136081,0.779231326,0.389615663
0.272140241,0.854890881,0.729692535,1.856723658,0.928361829
0.016337613,0.591140241,0.428804629,1.036282483,0.518141241
0.546390453,0.584971848,0.467502662,1.598864963,0.799432482
0.223882115,0.117806343,0.426039413,0.76772787,0.383863935
0.265204919,0.883444061,0.353770017,1.502418997,0.751209499
0.840202398,0.262072131,0.605325636,1.707600165,0.853800083
0.949407042,0.101094154,0.613183383,1.663684579,0.831842289
0.480387069,0.011474775,0.05993393,0.551795774,0.275897887
0.335773675,0.855912603,0.453772566,1.645458844,0.822729422
0.232577626,0.406895598,0.820982455,1.460455679,0.73022784
0.34231583,0.618708893,0.099807947,1.060832669,0.530416335
0.43940886,0.560987156,0.653514554,1.65391057,0.826955285
0.28606035,0.79588489,0.124298267,1.206243507,0.603121753
0.777500568,0.43603775,0.015896096,1.229434414,0.614717207
0.903265195,0.948266581,0.841619428,2.693151203,1.346575602
0.07683787,0.315576403,0.48817804,0.880592312,0.440296156
0.864726771,0.388512012,0.451460219,1.704699002,0.852349501
0.074112143,0.030356568,0.753046712,0.857515423,0.428757711
0.67596597,0.242817823,0.282077601,1.200861395,0.600430697
0.556291829,0.238570345,0.058937836,0.853800009,0.426900005
0.700984047,0.015068646,0.497887351,1.213940044,0.606970022
0.028898753,0.5964868,0.861259248,1.486644802,0.743322401
0.264562392,0.979194138,0.269067451,1.512823981,0.75641199
0.329701568,0.069082249,0.25685362,0.655637437,0.327818719
0.576983349,0.658038807,0.914166594,2.149188749,1.074594375
0.231345912,0.582385242,0.6824816,1.496212753,0.748106377
0.737229804,0.992829622,0.342973483,2.07303291,1.036516455
0.68274668,0.589999075,0.75066033,2.023406084,1.011703042
0.491841474,0.818778898,0.980971801,2.291592173,1.145796086
0.604836544,0.000779247,0.915682691,1.521298481,0.760649241
0.208575587,0.371778489,0.149530509,0.729884586,0.364942293
0.365218287,0.688704182,0.357993218,1.411915687,0.705957844
0.190520329,0.70159545,0.688940696,1.581056475,0.790528237
0.086683316,0.653564896,0.600824934,1.341073147,0.670536573
0.434613779,0.717717086,0.900118348,2.052449213,1.026224606
0.461219032,0.684883974,0.166612997,1.312716003,0.656358001
0.704352133,0.350186169,0.684727921,1.739266223,0.869633112
0.362108826,0.050077749,0.170421416,0.582607991,0.291303996
0.358823034,0.560080181,0.799661033,1.718564248,0.859282124
0.769566707,0.521393103,0.125044817,1.416004628,0.708002314
0.649385302,0.246920416,0.509539844,1.405845562,0.702922781
0.462752053,0.337309273,0.594466024,1.394527351,0.697263675
0.237173695,0.498615423,0.368062668,1.103851786,0.551925893
0.488108016,0.578408264,0.876357562,1.942873841,0.971436921
0.094303412,0.985045163,0.468826815,1.54817539,0.774087695
0.852222469,0.315603876,0.28496685,1.452793194,0.726396597
0.548506956,0.255256829,0.086584195,0.89034798,0.44517399
0.586563095,0.060566847,0.741275695,1.388405637,0.694202818
0.027201071,0.29634313,0.166436573,0.489980774,0.244990387
0.542936854,0.025559704,0.295525999,0.864022557,0.432011279
0.817739046,0.807470792,0.368216792,1.99342663,0.996713315
0.168154287,0.384206293,0.532682347,1.085042928,0.542521464
0.296514007,0.343953935,0.593917788,1.23438573,0.617192865
0.03841078,0.605346742,0.987836379,1.631593901,0.81579695
0.328589853,0.443893467,0.355409121,1.127892441,0.56394622
0.487677416,0.813976293,0.492498667,1.794152377,0.897076188
0.611873564,0.963840099,0.312489607,1.88820327,0.944101635
0.579236253,0.582877394,0.665057535,1.827171182,0.913585591
0.678915033,0.433305868,0.449894105,1.562115006,0.781057503
0.883308417,0.129938595,0.122577427,1.135824439,0.567912219
0.880999799,0.858607254,0.967025084,2.706632137,1.353316068
0.57467693,0.957700031,0.602870256,2.135247217,1.067623609
0.239532428,0.389011814,0.720317626,1.348861869,0.674430934
0.950572998,0.430268529,0.91328047,2.294121997,1.147060999
0.841292726,0.029006559,0.440541203,1.310840487,0.655420244
0.448836659,0.394207133,0.354322367,1.19736616,0.59868308
0.163478556,0.339052856,0.248059923,0.750591335,0.375295667
0.488893352,0.809828639,0.229570181,1.528292173,0.764146086
0.163953683,0.6755769,0.474172635,1.313703218,0.656851609
0.493525195,0.387015912,0.516844797,1.397385905,0.698692952
0.46801731,0.885173099,0.65612009,2.009310499,1.00465525
0.037639192,0.557706432,0.850810464,1.446156088,0.723078044
0.862066488,0.271482833,0.949134582,2.082683903,1.041341952
0.909873415,0.216236722,0.051700817,1.177810954,0.588905477
0.519179354,0.161806071,0.257259412,0.938244836,0.469122418
0.639434912,0.009727847,0.691954556,1.341117315,0.670558658
0.908122755,0.726945149,0.845153631,2.480221535,1.240110767
0.1627772,0.304350198,0.702436053,1.169563452,0.584781726
0.321946412,0.788303289,0.144426314,1.254676015,0.627338007
0.001567411,0.529049388,0.345049041,0.875665841,0.43783292
0.636006177,0.19540743,0.749318009,1.580731616,0.790365808
0.990061464,0.989242754,0.726639939,2.705944157,1.352972078
0.459360127,0.778470092,0.928695877,2.166526096,1.083263048
0.214172809,0.900932134,0.460512881,1.575617824,0.787808912
0.763060401,0.894778111,0.29208563,1.949924142,0.974962071
0.379082925,0.610728581,0.890485926,1.880297432,0.940148716
0.890592639,0.318772543,0.304037282,1.513402463,0.756701231
0.643878654,0.440660944,0.423974998,1.508514596,0.754257298
0.085376931,0.535262844,0.230313371,0.850953146,0.425476573
0.663363133,0.842139118,0.819396348,2.324898599,1.162449299
0.361798869,0.86778129,0.028999013,1.258579172,0.629289586
0.218654422,0.641008066,0.052080739,0.911743227,0.455871614
0.397031228,0.573890857,0.996976947,1.967899032,0.983949516
0.838409528,0.603918671,0.62809641,2.070424609,1.035212304
0.923949632,0.785594408,0.18483195,1.894375989,0.947187995
0.308732047,0.512772833,0.337857759,1.159362639,0.57968132
0.517301047,0.00395263,0.111805545,0.633059222,0.316529611
0.221269661,0.103535973,0.698011924,1.022817558,0.511408779
0.93829427,0.459681252,0.370664455,1.768639977,0.884319988
0.164342417,0.121899854,0.717508562,1.003750833,0.501875416
0.764473859,0.304036408,0.948195952,2.016706219,1.008353109
0.845170155,0.99774261,0.728950816,2.571863581,1.285931791
0.746953404,0.377548674,0.659534612,1.784036691,0.892018345
0.62393275,0.376473463,0.128129519,1.128535731,0.564267865
0.14088953,0.828563639,0.051648248,1.021101416,0.510550708
0.724764165,0.351755213,0.74172602,1.818245399,0.909122699
0.897508645,0.528375529,0.916696405,2.342580579,1.171290289
0.112624472,0.312179439,0.271993592,0.696797503,0.348398752
0.10406421,0.055270371,0.643042952,0.802377533,0.401188767
0.66455029,0.95150579,0.360135692,1.976191772,0.988095886
0.101511601,0.776697736,0.808320576,1.686529913,0.843264957
0.078783274,0.667637294,0.947415973,1.693836541,0.84691827
0.846891759,0.362411437,0.193095954,1.402399151,0.701199575
0.749314424,0.213142051,0.05038115,1.012837624,0.506418812
0.865665994,0.552841468,0.573974947,1.992482409,0.996241204
0.055897534,0.609279433,0.2283064,0.893483366,0.446741683
0.468010552,0.403743667,0.539651232,1.411405451,0.705702726
0.959629149,0.433704903,0.354959378,1.74829343,0.874146715
0.722580811,0.012126311,0.830659394,1.565366516,0.782683258
0.309918397,0.486142223,0.217000068,1.013060688,0.506530344
0.446742469,0.986203874,0.728707005,2.161653348,1.080826674
0.271542732,0.646572763,0.102405659,1.020521154,0.510260577
0.051388768,0.029030978,0.081954434,0.162374181,0.08118709
0.814247586,0.658722123,0.650580032,2.123549741,1.06177487
0.953426691,0.36201797,0.747800409,2.06324507,1.031622535
0.613182993,0.984341996,0.56389595,2.161420939,1.080710469
0.796954851,0.270386545,0.411241964,1.47858336,0.73929168
0.329167066,0.544245187,0.177042361,1.050454615,0.525227307
0.764969674,0.137993052,0.06294916,0.965911886,0.482955943
0.318748418,0.967985259,0.307373078,1.594106756,0.797053378
0.723047816,0.750440804,0.548411967,2.021900587,1.010950294
0.732273437,0.991384897,0.764968057,2.488626391,1.244313196
0.969142668,0.3134689,0.265963537,1.548575105,0.774287553
0.793420346,0.107867422,0.904669376,1.805957143,0.902978572
0.99576698,0.71494985,0.349370212,2.060087042,1.030043521
0.629723696,0.338508392,0.015105011,0.9833371,0.49166855
0.319923225,0.517104513,0.282331624,1.119359362,0.559679681
0.360844538,0.507975276,0.031282998,0.900102812,0.450051406
0.890538892,0.08382045,0.894149247,1.868508589,0.934254294
0.760226339,0.053464993,0.881585976,1.695277309,0.847638654
0.636812817,0.344257746,0.496509933,1.477580496,0.738790248
0.262018873,0.821941816,0.18016238,1.264123068,0.632061534
0.807774414,0.209253724,0.528241108,1.545269246,0.772634623
0.69917265,0.46312968,0.7028105,1.86511283,0.932556415
0.674089043,0.257025343,0.929418082,1.860532468,0.930266234
0.896507678,0.358147617,0.004551065,1.25920636,0.62960318
0.706861193,0.157888494,0.301718395,1.166468082,0.583234041
0.414023527,0.057114825,0.751421147,1.2225595,0.61127975
0.716208132,0.351885664,0.246321659,1.314415455,0.657207728
0.478653343,0.273469299,0.426551674,1.178674316,0.589337158
0.116721809,0.147660301,0.583953702,0.848335813,0.424167907
0.429447783,0.781413821,0.586928126,1.79778973,0.898894865
0.711989987,0.700149738,0.78568594,2.197825665,1.098912833
0.238295024,0.985328614,0.880676168,2.104299806,1.052149903
0.189349238,0.416014535,0.695744531,1.301108303,0.650554152
0.990060186,0.027345467,0.523269504,1.540675157,0.770337578
0.918685448,0.95906602,0.538440458,2.416191927,1.208095963
0.851813357,0.774189158,0.95078977,2.576792285,1.288396142
0.506489554,0.729816785,0.44693996,1.683246298,0.841623149
0.97874495,0.550116905,0.062472853,1.591334708,0.795667354
0.756593304,0.606950037,0.303202011,1.666745351,0.833372676
0.463208994,0.750259074,0.581205218,1.794673287,0.897336643
0.282983721,0.985585502,0.26861034,1.537179563,0.768589782
0.494848903,0.345460327,0.481090392,1.321399621,0.660699811
0.920447055,0.96002475,0.418659028,2.299130833,1.149565417
0.593821813,0.129699826,0.338337948,1.061859587,0.530929793
0.629619231,0.443649174,0.843453407,1.916721813,0.958360906
0.431994472,0.817341012,0.831389832,2.080725316,1.040362658
0.653872316,0.971638192,0.280364534,1.905875041,0.952937521
0.456404727,0.406990963,0.164984911,1.028380602,0.514190301
0.530212127,0.068609633,0.716903561,1.315725321,0.65786266
0.534982372,0.40603006,0.462549516,1.403561948,0.701780974
0.656416682,0.469717942,0.094429202,1.220563826,0.610281913
0.593812946,0.573856601,0.189547415,1.357216962,0.678608481
0.12183193,0.146165745,0.616994566,0.884992241,0.44249612
0.03396502,0.182126541,0.704402789,0.92049435,0.460247175
0.815451717,0.132624202,0.242773524,1.190849443,0.595424721
0.407657536,0.051548066,0.362972793,0.822178395,0.411089197
0.613331924,0.000572456,0.096928954,0.710833334,0.355416667
0.998159629,0.276701149,0.378510096,1.653370874,0.826685437
0.654731284,0.273362699,0.609496931,1.537590915,0.768795457
0.963384308,0.977317466,0.306125139,2.246826912,1.123413456
0.802672452,0.926337943,0.280911771,2.009922166,1.004961083
0.136640187,0.237452021,0.986846055,1.360938263,0.680469132
0.878918417,0.235986206,0.69524933,1.810153953,0.905076977
0.821843584,0.202317133,0.810267523,1.83442824,0.91721412
0.468405156,0.423026735,0.376060942,1.267492833,0.633746416
0.725050871,0.244166959,0.893810843,1.863028673,0.931514337
0.446045581,0.252435526,0.404364717,1.102845824,0.551422912
0.187990829,0.830921951,0.429610863,1.448523643,0.724261821
0.33172044,0.435997108,0.451701329,1.219418878,0.609709439
0.435961417,0.509316836,0.081505065,1.026783318,0.513391659
0.945948223,0.263985409,0.967036911,2.176970543,1.088485271
0.694490184,0.2692519,0.543491685,1.507233768,0.753616884
0.344851912,0.860464715,0.980048276,2.185364903,1.092682452
0.823994932,0.976522823,0.318496085,2.119013841,1.05950692
0.393277852,0.594147833,0.963549695,1.950975379,0.97548769
0.606191654,0.229364369,0.589029129,1.424585152,0.712292576
0.121292694,0.940307286,0.336923666,1.398523647,0.699261823
0.179446606,0.335276146,0.606997956,1.121720708,0.560860354
0.646870133,0.446451519,0.869020323,1.962341975,0.981170987
0.702004944,0.735458058,0.423318879,1.860781881,0.930390941
0.432281286,0.227652442,0.892157587,1.552091315,0.776045657
0.324426428,0.132774007,0.642399448,1.099599883,0.549799941
0.671235359,0.298211718,0.209826989,1.179274067,0.589637034
0.152187939,0.78894565,0.172176166,1.113309754,0.556654877
0.324730744,0.667986705,0.788958519,1.781675967,0.890837984
0.640924628,0.786129955,0.594682095,2.021736677,1.010868339
0.726153458,0.716167164,0.469594454,1.911915077,0.955957538
0.411818407,0.075412335,0.479524294,0.966755035,0.483377518
0.548736087,0.229271761,0.713810736,1.491818585,0.745909292
0.807785264,0.865200035,0.54716027,2.220145569,1.110072785
0.08878727,0.185227452,0.347539447,0.621554168,0.310777084
0.298854138,0.148067442,0.228234185,0.675155766,0.337577883
0.295285173,0.200137574,0.338592326,0.834015073,0.417007536
0.444507125,0.952071277,0.143695915,1.540274317,0.770137158
